200,AcceleratedShareRepurchasesFinalPricePaidPerShare
201,AcceleratedShareRepurchasesInitialPricePaidPerShare
205,AccountsPayableRelatedPartiesNoncurrent
208,AccretionExpenseIncludingAssetRetirementObligations
212,AccrualForEnvironmentalLossContingenciesUndiscountedDueInRemainderOfFiscalYear
222,AccruedLiabilitiesAndOtherLiabilities
231,AccumulatedCapitalizedInterestCosts
232,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment
233,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentExcludingCapitalLeasedAssets
234,AccumulatedOtherComprehensiveIncomeLossOtherThanTemporaryImpairmentNotCreditLossNetOfTaxAvailableforsaleDebtSecurities
235,AccumulatedOtherComprehensiveIncomeLossOtherThanTemporaryImpairmentNotCreditLossNetOfTaxDebtSecurities
236,AccumulatedOtherComprehensiveIncomeLossOtherThanTemporaryImpairmentNotCreditLossNetOfTaxHeldtomaturityDebtSecurities
237,AcquisitionCostRatio
238,AcquisitionCosts
239,AdditionsToContractHoldersFunds
240,AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation
242,AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts
243,AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation
244,AdjustmentsToAdditionalPaidInCapitalWarrantIssued
246,AdministrativeFeesExpense
251,AllowanceForDoubtfulAccountsReceivableRecoveries
252,AllowanceForDoubtfulAccountsReceivableWriteOffs
253,AllowanceForLoanAndLeaseLossRecoveryOfBadDebts
256,AmortizationExpensePerDollarOfGrossRevenue
257,AmortizationExpensePerPhysicalUnitOfProduction
258,AmortizationOfBelowMarketLease
261,AmortizationOfESOPAward
262,AmortizationOfLeaseIncentives
263,AmortizationOfMortgageServicingRightsMSRs
266,AmountOfRegulatoryAssistanceReceived1
267,AntidilutiveSecuritiesExcludedFromComputationOfNetIncomePerOutstandingUnitAmount
268,AreaOfLand
269,AreaOfRealEstateProperty
272,AssetsDesignatedToClosedBlockAccruedInvestmentIncome
273,AssetsDesignatedToClosedBlockDeferredTaxAssetNet
274,AssetsDesignatedToClosedBlockIncomeTaxReceivable
275,AssetsDesignatedToClosedBlockInvestments
276,AssetsDesignatedToClosedBlockOtherClosedBlockAssets1
277,AssetsDesignatedToClosedBlockOtherInvestments
278,AssetsDesignatedToClosedBlockOtherLongTermInvestments
279,AssetsDesignatedToClosedBlockOtherShortTermInvestments
280,AssetsDesignatedToClosedBlockPremiumsAndOtherReceivablesNet
281,AssetsDesignatedToClosedBlockTradingSecuritiesDebt
282,AssetsFairValueDisclosure
283,AssetsHeldForSaleLongLivedFairValueDisclosure
284,AssetsSoldUnderAgreementsToRepurchaseCarryingAmounts
285,AssetsSoldUnderAgreementsToRepurchaseInterestRate
286,AssetsSoldUnderAgreementsToRepurchaseMarketValue
287,AssetsSoldUnderAgreementsToRepurchaseRepurchaseLiability
288,AssetsThatContinueToBeRecognizedSecuritizedOrAssetBackedFinancingArrangementAssetsAndAnyOtherFinancialAssetsManagedTogetherNetCreditLossesDuringPeriod
291,AssumptionForFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesDiscountRate
292,AssumptionForFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesExpectedCreditLosses
293,AssumptionForFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesPrepaymentSpeed
294,AssumptionForFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesStaticPoolLosses
296,AssumptionForFairValueOnSecuritizationDateOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesDiscountRate
297,AssumptionForFairValueOnSecuritizationDateOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesExpectedCreditLosses
298,AssumptionForFairValueOnSecuritizationDateOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesPrepaymentSpeed
300,AuctionRateSecuritiesNoncurrent
301,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax
302,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax
303,AvailableForSaleDebtSecuritiesGrossUnrealizedGain
304,AvailableForSaleDebtSecuritiesGrossUnrealizedLoss
305,AvailableForSaleEquitySecuritiesAccumulatedGrossUnrealizedGainBeforeTax
306,AvailableForSaleEquitySecuritiesAccumulatedGrossUnrealizedLossBeforeTax
307,AvailableForSaleEquitySecuritiesGrossUnrealizedGain
308,AvailableForSaleEquitySecuritiesGrossUnrealizedLoss
309,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax
310,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax
311,AvailableForSaleSecuritiesAmortizedCost
312,AvailableForSaleSecuritiesAndHeldToMaturitySecurities
313,AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss
316,AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss
320,AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue
321,AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss
324,AvailableForSaleSecuritiesDebtMaturitiesNextRollingTwelveMonthsAmortizedCostBasis
325,AvailableForSaleSecuritiesDebtMaturitiesNextRollingTwelveMonthsFairValue
326,AvailableForSaleSecuritiesDebtMaturitiesRemainderOfFiscalYearAmortizedCostBasis
327,AvailableForSaleSecuritiesDebtMaturitiesRemainderOfFiscalYearFairValue
