LIST,ARTIFACT,NEGATION,RELATION,ITEM,ADDITIONAL
BLE,Member,,Contains_insensitive,Adjustment
BLE,Member,,Contains_insensitive,Consolidations
BLE,Member,,Contains_insensitive,Elimination
BLE,Member,,Contains_insensitive,Netting
BLE,Member,,Contains_insensitive,Reconciliation
BLE,Member,,Equals,us-gaap:CorporateNonSegmentMember
BLE,Member,,Equals,us-gaap:ScenarioAdjustmentMember
BLE,Member,,Equals,us-gaap:FairValueConcentrationOfRiskMarketRiskManagementEffectsOnIncomeOrNetAssetsMember
BLE,Member,,Equals,us-gaap:DeferredDerivativeGainLossMember
BLE,Member,,Equals,us-gaap:AboveMarketLeasesMember
BLE,Member,,Equals,us-gaap:MaterialReconcilingItemsMember
BLE,Member,,Equals,us-gaap:AccumulatedNetGainLossFromDesignatedOrQualifyingCashFlowHedgesMember
BLE,Member,,Equals,us-gaap:AccumulatedNetUnrealizedInvestmentGainLossMember
